length_um,current_A,objective_A2,node_signature,node_count
6.824999999999983,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.849999999999983,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.874999999999982,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.899999999999983,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.924999999999983,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.949999999999982,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.974999999999982,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.999999999999982,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.024999999999983,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.049999999999982,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.0749999999999815,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.099999999999982,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.124999999999982,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.149999999999982,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.174999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.1999999999999815,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.224999999999982,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.249999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.274999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.299999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.3249999999999815,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.349999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.3749999999999805,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.399999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.424999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.449999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.47499999999998,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.4999999999999805,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.524999999999981,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.54999999999998,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.57499999999998,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
7.59999999999998,3.3890570322036836e-11,1.148570756752924e-21,881:930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518:1567,15
